"TOA5","10560","CR3000","10560","CR3000.Std.28","CPU:DSI-SO-298394.CR3","31431","flux"
"TIMESTAMP","RECORD","Hs","tau","u_star","Ts_stdev","Ts_Ux_cov","Ts_Uy_cov","Ts_Uz_cov","Ux_stdev","Ux_Uy_cov","Ux_Uz_cov","Uy_stdev","Uy_Uz_cov","Uz_stdev","wnd_spd","rslt_wnd_spd","wnd_dir_sonic","std_wnd_dir","wnd_dir_compass","Ux_Avg","Uy_Avg","Uz_Avg","Ts_Avg","sonic_azimuth","sonic_samples_Tot","diag_sonic_aggregate","no_sonic_head_Tot","no_new_sonic_data_Tot","sonic_amp_l_f_Tot","sonic_amp_h_f_Tot","sonic_sig_lck_f_Tot","sonic_del_T_f_Tot","sonic_aq_sig_f_Tot","sonic_cal_err_f_Tot","Fc_wpl","LE_wpl","Hc","CO2_stdev","CO2_Ux_cov","CO2_Uy_cov","CO2_Uz_cov","H2O_stdev","H2O_Ux_cov","H2O_Uy_cov","H2O_Uz_cov","Tc_stdev","Tc_Ux_cov","Tc_Uy_cov","Tc_Uz_cov","CO2_mean","H2O_mean","amb_tmpr_Avg","amb_press_mean","Tc_mean","rho_a_mean","Fc_irga","LE_irga","CO2_wpl_LE","CO2_wpl_H","H2O_wpl_LE","H2O_wpl_H","irga_samples_Tot","diag_irga_aggregate","no_irga_head_Tot","no_new_irga_data_Tot","irga_bad_data_f_Tot","irga_gen_fault_f_Tot","irga_startup_f_Tot","irga_motor_spd_f_Tot","irga_tec_tmpr_f_Tot","irga_src_pwr_f_Tot","irga_src_tmpr_f_Tot","irga_src_curr_f_Tot","irga_off_f_Tot","irga_sync_f_Tot","irga_amb_tmpr_f_Tot","irga_amb_press_f_Tot","irga_CO2_I_f_Tot","irga_CO2_Io_f_Tot","irga_H2O_I_f_Tot","irga_H2O_Io_f_Tot","irga_CO2_Io_var_f_Tot","irga_H2O_Io_var_f_Tot","irga_CO2_sig_strgth_f_Tot","irga_H2O_sig_strgth_f_Tot","irga_cal_err_f_Tot","irga_htr_ctrl_off_f_Tot","CO2_sig_strgth_mean","H2O_sig_strgth_mean","T_tmpr_rh_mean","e_tmpr_rh_mean","e_sat_tmpr_rh_mean","H2O_tmpr_rh_mean","RH_tmpr_rh_mean","rho_a_tmpr_rh_mean","Rn_Avg","Rn_meas_Avg","precip_Tot","panel_tmpr_Avg","batt_volt_Avg","process_time_Avg","process_time_Max","buff_depth_Max","slowsequence_Tot"
"2019-07-18 00:30:00",10663,612.0553,1.980418,1.151806,2.598296,-2.838449,3.990263,0.403586,2.546272,-1.616653,-0.4892355,3.974513,1.233153,1.237893,6.140086,5.379021,-86.93494,28.51732,86.93494,0.2876166,-5.371333,-0.005916981,30.39796,0,17964,7,0,0,21,15,3,0,0,0,1.656078,101.2625,298.2323,46.67055,3.559602,-14.42857,1.149371,1.581394,-0.04367277,-0.03317142,0.03087238,1.458345,-0.8376443,4.264413,0.1966528,718.9153,15.37787,26.81721,100.7379,30.92206,1.14501,1.149371,74.94934,0.03158674,0.4751202,1.640291,24.67287,7796,1011713,0,0,2066,0,0,0,0,0,0,0,0,0,0,0,369,11,24,0,164,440,520,248,0,0,0.9014264,0.82818,-38.01558,0.0004591187,0.02316198,0.004231924,1.982208,1.49279,-73.56269,-69.17241,2.2,33.98492,11.6605,25122.44,101451,1,360
"2019-07-18 01:00:00",10664,"NAN",1.046774,0.836982,0.3224519,0.07485271,0.003626049,-0.03722428,2.110981,-1.94456,-0.2693189,2.430271,0.6467007,0.9309406,4.400065,3.861032,-96.34894,28.35068,96.34894,-0.4269641,-3.837357,0.1063535,27.13519,0,17866,7,0,0,72,88,21,0,0,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",22.84337,100.8559,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,1044481,0,0,13804,0,0,0,0,0,0,0,0,0,0,0,3092,171,218,54,560,1226,10355,1940,0,0,"NAN","NAN",-37.96863,0.0004722601,0.02327235,0.004352186,2.029276,1.494241,-10.42558,-10.28598,6.1,29.75615,11.61705,23678.83,43313,0,360
"2019-07-18 01:30:00",10665,"NAN",0.870479,0.7637936,0.3077563,-0.08486059,-0.09140861,-0.02706855,1.864438,1.792408,0.4738032,1.703147,0.3403581,0.9791662,4.556108,4.350249,-125.5876,17.21763,125.5876,-2.531616,-3.537737,0.3760018,27.42815,0,17967,5,0,0,33,0,3,0,0,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",23.26332,100.7445,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,987137,0,0,2584,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,138,287,818,47,0,0,"NAN","NAN",-37.89603,0.0004927446,0.02344391,0.004539563,2.101802,1.492129,-9.668169,-9.580976,0.2,27.41733,11.58127,23593.99,40753,0,360
"2019-07-18 02:00:00",10666,"NAN",0.1901553,0.3569368,0.3014553,0.376003,0.1433073,-0.04239592,2.492385,2.855366,-0.1274033,1.737977,0.0003671646,0.7205812,2.882413,1.20629,-75.32999,61.76747,75.32999,0.3054955,-1.166965,0.2547622,27.70362,0,17470,7,0,0,524,15,6,0,0,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",23.44713,100.7824,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,1011713,0,0,334,0,0,0,0,0,0,0,0,0,0,0,15,2,3,0,55,72,26,9,0,0,"NAN","NAN",-37.87229,0.0004996067,0.02350025,0.004602317,2.125963,1.49254,-12.07826,-12.07039,1.4,26.73826,11.58161,23467.43,41781,0,360
"2019-07-18 02:30:00",10667,"NAN",0.2060355,0.3713591,0.421468,0.1281257,-0.1961036,0.01107172,1.800898,-2.097548,0.06207395,1.715348,-0.1231476,0.5314484,3.045602,2.224679,73.64053,42.05325,286.3595,0.6266083,2.134612,-0.1249641,27.21434,0,17956,7,0,0,40,10,3,0,0,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",23.09826,100.892,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,1044481,0,0,3754,0,0,0,0,0,0,0,0,0,0,0,929,23,32,3,68,68,3219,68,0,0,"NAN","NAN",-37.8485,0.0005064785,0.02355685,0.004665148,2.150027,1.494011,-8.919763,-8.90558,3.9,26.59184,11.55011,23531.32,41903,0,360
"2019-07-18 03:00:00",10668,"NAN",0.1481984,0.3150679,0.3024241,-0.04150835,0.04210079,-0.007401183,0.7245897,-0.008363992,0.04392298,0.8459881,-0.08902168,0.365347,1.60412,1.371756,101.9991,30.82841,258.0009,-0.2851825,1.34179,-0.0915437,26.75808,0,17997,3,0,0,3,3,0,0,0,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",22.94357,100.8247,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,1011713,0,0,630,0,0,0,0,0,0,0,0,0,0,0,190,2,3,0,13,7,456,4,0,0,"NAN","NAN",-37.83285,0.0005108547,0.02359415,0.004705144,2.165176,1.492916,-9.624288,-9.624288,1,26.47738,11.52693,23526.59,39969,0,360
"2019-07-18 03:30:00",10669,"NAN",0.3519568,0.4857003,0.201418,0.04574057,-0.05923618,0.0127147,0.7429314,-0.3705921,0.1057789,1.620366,-0.2108599,0.5044711,3.265009,3.142941,98.77248,15.66182,261.2275,-0.4793333,3.106174,-0.2660893,26.80566,0,17989,3,0,0,3,8,0,0,0,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",22.92815,100.7613,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,1011713,0,0,1072,0,0,0,0,0,0,0,0,0,0,0,243,6,9,0,24,20,782,13,0,0,"NAN","NAN",-37.82767,0.0005123774,0.02360652,0.004719064,2.170491,1.491944,-11.07958,-11.06895,1,26.26185,11.51466,23559.71,47100,0,360
"2019-07-18 04:00:00",10670,"NAN",0.1746911,0.342213,0.4103396,-0.01825497,0.1292384,-0.004973035,0.7161292,-0.3116935,0.01725101,1.368031,-0.1158322,0.3945935,2.319423,2.081354,83.28224,25.95055,276.7178,0.2434741,2.067056,-0.02821091,26.5255,0,17994,3,0,0,3,3,0,0,0,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",22.99717,100.7463,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,1011713,0,0,1913,0,0,0,0,0,0,0,0,0,0,0,136,6,9,0,9,1,1612,233,0,0,"NAN","NAN",-37.82212,0.0005144139,0.02361974,0.004737709,2.177898,1.491687,-10.07487,-10.07487,0.4,26.28685,11.52732,23553.34,41043,0,360
"2019-07-18 04:30:00",10671,"NAN",0.10189,0.2613869,0.141901,0.01284985,0.04795083,-0.01148197,0.4919061,-0.04017246,-0.01372308,0.7144626,-0.06693076,0.331533,1.920559,1.814836,81.05772,19.00446,278.9423,0.2820969,1.792778,0.07015879,25.81031,0,18000,0,0,0,0,0,0,0,0,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",23.29411,100.7121,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NAN","NAN",-37.84055,0.0005089623,0.02357579,0.004687868,2.158834,1.491297,-11.1101,-11.1101,0.1,26.43339,11.53703,23562.39,40214,0,360
"2019-07-18 05:00:00",10672,"NAN",0.0673949,0.21261,0.1965337,0.02494864,-0.01283036,-0.008202166,0.9164925,0.01995152,-0.01624925,0.8639802,0.04218145,0.2917711,1.6881,1.413147,-10.09479,32.69004,10.09479,1.391271,-0.2476929,-0.01656823,25.96974,0,18000,0,0,0,0,0,0,0,0,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",23.34412,100.6879,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NAN","NAN",-37.84044,0.0005090099,0.02357605,0.004688304,2.159013,1.490938,-9.385441,-9.385441,0,26.58873,11.49964,23512.21,41410,0,360
"2019-07-18 05:30:00",10673,"NAN",0.140675,0.3072058,0.3902474,0.07302491,-0.09972798,-0.03552174,0.3317981,-0.03802609,-0.02551451,0.9065174,0.09086101,0.253011,1.536384,1.461118,-70.67508,17.92808,70.67508,0.4835199,-1.378793,0.02102197,26.13276,0,18000,0,0,0,0,0,0,0,0,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",23.03664,100.6659,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NAN","NAN",-37.83691,0.000509895,0.02358447,0.004696386,2.161995,1.49059,-18.29499,-18.29499,0,26.70715,11.47697,23525,39724,0,360
"2019-07-18 06:00:00",10674,"NAN",0.07249536,0.2205427,0.3710139,0.06781289,-0.0415543,-0.03356613,0.3554629,-0.1424563,-0.02788316,0.7510888,0.03985336,0.2136525,1.147788,1.084412,-66.8559,19.03336,66.8559,0.426223,-0.9971413,0.02302273,26.352,0,18000,0,0,0,0,0,0,0,0,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",23.00364,100.6697,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NAN","NAN",-37.80989,0.0005177236,0.02364898,0.004767944,2.1892,1.490475,-16.00838,-16.00838,0,26.7293,11.46203,23540.74,41820,0,360
"2019-07-18 06:30:00",10675,"NAN",0.02607761,0.1322641,0.444607,0.04693575,-0.1086721,-0.03725155,0.2875237,-0.04257397,-0.01635122,0.6845322,0.006218553,0.2384838,0.8922188,0.7873653,-78.94614,27.76776,78.94614,0.1509625,-0.77276,0.07727874,26.88852,0,18000,0,0,0,0,0,0,0,0,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",23.04671,100.681,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NAN","NAN",-37.81548,0.0005161029,0.02363563,0.00475313,2.18358,1.490678,-16.20897,-16.20897,0,26.7977,11.45469,23526.38,41369,0,360
"2019-07-18 07:00:00",10676,"NAN",0.08964257,0.2451717,0.2215811,0.1016709,0.1139356,-0.008556183,0.6609377,0.4240836,0.002628137,0.9305121,0.06005166,0.2602759,1.571527,1.16012,-34.64679,41.44384,34.64679,0.9544014,-0.6595415,-0.07066449,27.46916,0,18000,0,0,0,0,0,0,0,0,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",23.69,100.7278,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NAN","NAN",-37.80911,0.0005178521,0.02365085,0.004769111,2.189571,1.49133,-15.92782,-15.92782,0,26.90918,11.43878,23530.11,40023,0,360
"2019-07-18 07:30:00",10677,"NAN",0.2478197,0.4076361,0.2669379,0.1890455,-0.0476882,0.03949864,0.9869406,-0.2152596,0.1491591,0.816859,-0.07323305,0.3763569,2.157381,1.919944,53.89796,26.87174,306.1021,1.131279,1.55126,0.0119746,27.72819,0,18000,0,0,0,0,0,0,0,0,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",23.75216,100.7372,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,851969,0,0,1660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1650,713,0,0,"NAN","NAN",-37.79619,0.0005217117,0.02368174,0.004804392,2.203012,1.491388,-14.59024,-14.59024,0,27.0626,11.43001,23582.58,40531,0,360
"2019-07-18 08:00:00",10678,"NAN",0.1579489,0.3254605,0.3052391,0.05772084,0.08473916,-0.006055862,1.754808,0.6365623,0.05384964,1.560172,0.09121528,0.6866916,3.919068,3.576121,23.78226,23.96111,336.2177,3.272451,1.44211,0.3458525,27.91248,0,18000,0,0,0,0,0,0,0,0,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",24.02707,100.7172,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NAN","NAN",-37.80461,0.0005192645,0.02366161,0.004782027,2.194544,1.491145,-31.68162,-31.52148,0,26.96677,11.4285,23546.52,41770,0,360
"2019-07-18 08:30:00",10679,"NAN",0.1374121,0.3035762,0.1300815,0.01921526,0.03954864,-0.004061058,1.284789,0.2429759,-0.01512296,1.275574,0.09090924,0.5576342,3.048629,2.769103,12.44985,24.52697,347.5501,2.70399,0.5969754,0.1838223,27.59347,0,18000,0,0,0,0,0,0,0,0,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",23.91609,100.7131,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NAN","NAN",-37.7976,0.0005211955,0.02367836,0.004799668,2.201147,1.49104,-27.59334,-27.58414,0,26.93784,11.40372,23500.96,40275,0,360
"2019-07-18 09:00:00",10680,"NAN",0.1579762,0.3254865,0.1325753,0.03743801,-0.01171781,-0.006679744,1.158398,0.05980287,-0.0686985,1.020132,0.08064809,0.5021982,2.997391,2.799251,3.405253,20.82568,356.5948,2.794319,0.1662699,0.1304113,27.35512,0,18000,0,0,0,0,0,0,0,0,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",23.70004,100.7169,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NAN","NAN",-37.80834,0.0005180627,0.02365268,0.004771036,2.190292,1.491165,-28.74045,-28.7367,0,27.11281,11.48191,23556.93,40162,0,360
"2019-07-18 09:30:00",10681,"NAN",0.1181225,0.2814315,0.2210026,0.04114107,-0.02296138,-0.0110387,0.8914174,0.06755644,0.01396838,0.7172881,0.07796222,0.3502462,1.803337,1.594197,-7.259644,27.58446,7.259644,1.58142,-0.2014526,0.0003084235,27.43295,0,18000,0,0,0,0,0,0,0,0,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",23.70163,100.7222,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NAN","NAN",-37.82936,0.0005118789,0.02360248,0.004714508,2.16875,1.491376,-25.39335,-25.39335,0,27.19003,11.52397,23550.98,41453,0,360
"2019-07-18 10:00:00",10682,"NAN",0.04027486,0.1643378,0.3665258,0.1061401,-0.02597234,-0.03175486,0.7131014,0.1912069,-0.01185807,0.8191657,0.02426437,0.2903422,1.196563,0.8668758,-49.01889,42.51753,49.01889,0.5685091,-0.6544276,0.04208669,27.22411,0,18000,0,0,0,0,0,0,0,0,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",23.40924,100.7168,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NAN","NAN",-37.8268,0.0005126675,0.0236086,0.004721719,2.171529,1.491279,-24.33122,-24.33122,0,27.21463,11.51349,23531.23,40410,0,360
"2019-07-18 10:30:00",10683,"NAN",0.03444379,0.1519606,0.472061,0.1158304,-0.0443753,-0.03183639,0.3877427,-0.0206025,-0.01873844,0.4169537,0.0134949,0.1970531,0.6728754,0.5409738,-68.27689,35.86268,68.27689,0.2002259,-0.5025566,0.05633275,27.02107,0,18000,0,0,0,0,0,0,0,0,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",23.171,100.7381,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NAN","NAN",-37.82559,0.0005129168,0.02361147,0.004723991,2.17232,1.491588,-16.55256,-16.55256,0,27.11484,11.4999,23532.18,40052,0,360
"2019-07-18 11:00:00",10684,"NAN",0.03100795,0.1441699,0.3048676,0.08684112,0.02302918,-0.005898301,0.5789685,-0.0005234927,-0.01579672,0.3613391,0.01350842,0.1983595,0.8814503,0.7582276,-6.769165,30.28527,6.769165,0.7529393,-0.08937252,0.01997976,27.53776,0,18000,0,0,0,0,0,0,0,0,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",23.71935,100.7628,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NAN","NAN",-37.80883,0.0005177474,0.02365161,0.004768142,2.189058,1.491847,-9.491982,-9.491982,0,27.15932,11.48127,23526.84,40117,0,360
"2019-07-18 11:30:00",10685,"NAN",0.01016438,0.0825316,0.3956767,0.05736528,0.06003136,-0.008971181,0.3365431,-0.01653877,-0.005164653,0.3630632,0.004440993,0.1376932,0.5184247,0.3068145,4.246066,51.75001,355.7539,0.3059717,0.02271649,0.005609941,27.60584,0,17976,7,0,0,15,20,3,0,0,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",24.06692,100.7774,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NAN","NAN",-37.83772,0.0005094637,0.02358271,0.004692429,2.160327,1.492245,-0.2374076,-0.2374076,0,27.42944,11.50274,23522.88,41341,0,360
"2019-07-18 12:00:00",10686,"NAN",0.04660184,0.1767022,0.3138748,0.05947963,0.05312289,0.004357893,0.5289142,-0.04096687,0.007777256,0.5684077,0.03023956,0.1828581,0.9754575,0.7518752,-6.685028,38.77926,6.685028,0.7467672,-0.08752643,-0.01754762,27.85372,0,18000,0,0,0,0,0,0,0,0,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",24.35714,100.7841,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,1011713,0,0,4319,0,0,0,0,0,0,0,0,0,0,0,11,1,1,0,2,1,4289,2241,0,0,"NAN","NAN",-37.86467,0.0005016602,0.02351837,0.004621084,2.133057,1.492517,-1.592311,-1.592311,0.4,27.81973,11.51982,23623.85,41742,0,360
"2019-07-18 12:30:00",10687,"NAN",0.107883,0.2688561,0.2334197,0.06759922,0.09214108,-0.006197031,0.7066596,0.2124132,-0.03299581,1.060028,0.06431329,0.3226748,2.234013,1.984436,-47.88287,27.07351,47.88287,1.330861,-1.47201,-0.09746731,27.82232,0,17997,1,0,0,3,0,0,0,0,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",23.92355,100.7851,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,1011713,0,0,7889,0,0,0,0,0,0,0,0,0,0,0,733,3,3,0,1,1,7845,4143,0,0,"NAN","NAN",-37.85913,0.0005033683,0.02353154,0.00463671,2.139122,1.492496,-6.156086,-6.156086,0.5,27.637,11.52498,23635.72,41621,0,360
"2019-07-18 13:00:00",10688,"NAN",0.2377762,0.3991601,0.4572057,0.1600764,-0.2569376,-0.04032826,0.7289714,-0.5163909,-0.09056109,1.039111,0.1310892,0.3088582,1.275543,0.8685567,-95.05365,45.7538,95.05365,-0.07650997,-0.8651882,0.06870969,26.7446,0,17994,1,0,0,6,0,0,0,0,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",22.92346,100.7814,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,880641,0,0,17997,0,0,0,0,0,0,0,0,0,0,0,3353,19,23,0,9,0,17974,9901,0,0,"NAN","NAN",-37.84659,0.0005068979,0.02356139,0.004668973,2.151392,1.492361,5.211802,5.211802,3,27.14734,11.52087,23755.96,41354,0,360
"2019-07-18 13:30:00",10689,"NAN",0.02642766,0.1330885,0.3110615,-0.05807025,0.07347305,0.003831744,0.6555353,-0.2118405,0.01513231,0.5562093,0.009205863,0.2833785,1.17672,1.003374,171.6618,31.08892,188.3382,-0.9927702,0.1455056,0.1522344,26.15211,0,18000,0,0,0,0,0,0,0,0,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",23.13808,100.7673,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,790529,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,1560,0,0,0,0,0,18000,17992,0,0,"NAN","NAN",-37.82717,0.0005124641,0.0236077,0.004719853,2.17075,1.492029,37.57083,37.57083,0.2,26.66924,11.51526,23806.43,42098,0,360
"2019-07-18 14:00:00",10690,"NAN",0.05537864,0.1926466,0.3185602,-0.04401228,0.07501964,0.009339258,0.5648885,-0.1427283,-0.02900029,0.4783677,0.02315895,0.2349897,0.7787383,0.5600789,168.653,42.92134,191.347,-0.549132,0.1101958,0.1064949,26.43122,0,18000,0,0,0,0,0,0,0,0,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",23.55852,100.7797,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,790529,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,3873,0,0,0,0,0,18000,18000,0,0,"NAN","NAN",-37.82106,0.0005141946,0.02362231,0.004735668,2.176733,1.492174,20.24586,20.24586,0,26.84714,11.50576,23792.23,41354,0,360
"2019-07-18 14:30:00",10691,"NAN",0.1765619,0.3439737,0.3959951,0.05088323,0.09175505,-0.02059382,0.7406638,-0.003599316,0.0508617,0.8587334,-0.106828,0.4572414,1.046368,0.4939331,110.8694,58.855,249.1306,-0.1759592,0.461529,0.006281151,26.96045,0,17996,3,0,0,3,4,0,0,0,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",23.32067,100.7818,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,880641,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,7111,32,56,0,5,0,18000,17993,0,0,"NAN","NAN",-37.83064,0.0005114438,0.02359943,0.004710525,2.167187,1.492267,2.462555,2.462555,1.2,27.07432,11.50816,23826.45,49388,0,360
"2019-07-18 15:00:00",10692,"NAN",0.3594097,0.490757,0.4921188,-0.0008526742,-0.04642652,-0.02113943,0.8614756,-0.2762101,0.08992022,1.135167,-0.2234266,0.5826267,1.258911,0.3813219,167.1243,67.62903,192.8757,-0.3717335,0.0849723,-0.04409415,27.36315,0,13599,3,0,0,3,4401,0,0,0,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",22.83306,100.7814,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",0,815105,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,17986,4,36,0,0,0,18000,18000,0,0,"NAN","NAN",-37.83713,0.0005095816,0.02358394,0.004693504,2.160714,1.492302,23.09133,23.09133,0.6,26.72589,11.50666,23306.01,41395,0,360
